Date,COST,HD,JNJ,XOM,V,LLY,UNH,JPM,AVGO,TSLA,META,GOOGL,NVDA,AMZN,MSFT,AAPL,,
12/27/2018,201.080002,170.320007,127.410004,68.940002,132.009995,112.889999,245.970001,97.040001,250.850006,21.075333,134.520004,52.645,32.7925,73.082001,101.18,39.037498,,
12/28/2018,202.039993,170.220001,127.269997,68.169998,130.940002,114.199997,246.240005,96.830002,253.589996,22.257999,133.199997,52.334,33.412498,73.901001,100.389999,39.057499,,
12/31/2018,203.710007,171.820007,129.050003,68.190002,131.940002,115.720001,249.119995,97.620003,254.279999,22.186666,131.089996,52.248001,33.375,75.098503,101.57,39.435001,,
1/2/2019,204.759995,172.410004,127.75,69.690002,132.919998,114.879997,243.490005,99.309998,253.509995,20.674667,135.679993,52.734001,34.055,76.956497,101.120003,39.48,,
1/3/2019,200.419998,168.610001,125.720001,68.620003,128.130005,111.309998,236.850006,97.110001,230.960007,20.024,131.740005,51.273499,31.997499,75.014,97.400002,35.547501,,
1/4/2019,206.240005,173.619995,127.830002,71.150002,133.649994,114.660004,239.619995,100.690002,233.229996,21.179333,137.949997,53.9035,34.047501,78.769501,101.93,37.064999,,
1/7/2019,207,177.039993,127.010002,71.519997,136.059998,115.279999,240.080002,100.760002,237.979996,22.330667,138.050003,53.796001,35.849998,81.475502,102.059998,36.982498,,
1/8/2019,208.550003,177.889999,129.960007,72.040001,136.800003,116.339996,243.289993,100.57,236.070007,22.356667,142.529999,54.268501,34.9575,82.829002,102.800003,37.6875,,
1/9/2019,209.899994,179.729996,128.929993,72.419998,138.410004,117.209999,243.639999,100.400002,246.279999,22.568666,144.229996,54.0825,35.645,82.971001,104.269997,38.327499,,
1/10/2019,210.639999,179.059998,129.710007,72.050003,138.669998,115.940002,244.869995,100.389999,249.520004,22.997999,144.199997,53.941502,36.307499,82.810997,103.599998,38.450001,,
1/11/2019,210.509995,179.410004,129.75,71.720001,138.059998,116.18,247.669998,99.910004,250.570007,23.150667,143.800003,53.223499,37.2075,82.028,102.800003,38.072498,,
1/14/2019,209,178.809998,128.279999,71.629997,137.100006,114.68,248.059998,100.940002,250.869995,22.293333,145.389999,52.5755,37.610001,80.860497,102.050003,37.5,,
1/15/2019,211.029999,176.470001,129.360001,71.669998,137.339996,117.089996,256.869995,101.68,256.48999,22.962,148.949997,54.3255,37.467499,83.727997,105.010002,38.267502,,
1/16/2019,210.179993,177.039993,128.039993,71.639999,137.339996,116.800003,261.459991,102.5,251.699997,23.07,147.539993,54.475498,37.209999,84.189003,105.379997,38.735001,,
1/17/2019,211.460007,174.869995,129.089996,72.129997,137.279999,119.160004,259.769989,102.919998,255.330002,23.153999,148.300003,54.956001,37.93,84.661003,106.120003,38.965,,
1/18/2019,213.589996,179.580002,130.690002,72.989998,138.5,116.589996,265.5,104.589996,260.820007,20.150667,150.039993,55.365002,39.232498,84.809998,107.709999,39.205002,,
1/22/2019,212.399994,177.110001,128.800003,71.889999,138.050003,117.089996,265.690002,102.940002,258.290009,19.927999,147.570007,53.931499,37.192501,81.608498,105.68,38.325001,,
1/23/2019,212.089996,176.889999,128.800003,71.300003,137.009995,118.790001,267.019989,102.68,257.519989,19.172667,144.300003,54.220501,37.322498,82.000999,106.709999,38.48,,
1/24/2019,210.309998,177.289993,127.029999,71.400002,137.699997,114.989998,266.130005,102.739998,263.549988,19.434,145.830002,54.200001,39.459999,82.746498,106.199997,38.174999,,
1/25/2019,209.070007,180.399994,128.229996,71.720001,138.669998,114.970001,268.049988,103.389999,267.940002,19.802668,149.009995,55.0755,40.037498,83.528503,107.169998,39.439999,,
1/28/2019,210.770004,179.830002,128.990005,71.239998,135.990005,115.029999,266.769989,103.879997,267.619995,19.758667,147.470001,53.993,34.502499,81.894501,105.080002,39.075001,,
1/29/2019,210.309998,179.690002,130.330002,71.510002,135,115.709999,267.339996,104.169998,266.320007,19.830667,144.190002,53.502998,32.900002,79.694,102.940002,38.669998,,
1/30/2019,211.350006,182.179993,131.639999,72.290001,137.600006,116.940002,270.369995,104.410004,270.820007,20.584667,150.419998,54.899502,34.3475,83.5215,106.379997,41.3125,,
1/31/2019,214.630005,183.529999,133.080002,73.279999,135.009995,119.860001,270.200012,103.5,268.25,20.468,166.690002,56.294498,35.9375,85.936501,104.43,41.610001,,
2/1/2019,210.270004,184.369995,134.199997,75.919998,140.149994,120.889999,268.720001,103.879997,266.809998,20.813999,165.710007,55.931,36.182499,81.311501,102.779999,41.630001,,
2/4/2019,211.179993,186.429993,132.880005,74.82,141.5,120.169998,268.209991,104.25,272.119995,20.859333,169.25,57.070999,37.294998,81.665497,105.739998,42.8125,,
2/5/2019,211.610001,186.389999,132.880005,75.589996,142.529999,120.43,266.309998,103.790001,270,21.423332,171.160004,57.593498,37.487499,82.940498,107.220001,43.544998,,
2/6/2019,211.600006,184.720001,133,75.260002,141.490005,119.269997,269.5,103.739998,276.209991,21.148001,170.490005,56.144501,38.25,82.013,106.029999,43.560001,,
2/7/2019,209.050003,184.070007,132.050003,74.68,140.169998,117.5,269,102.379997,269.089996,20.500668,166.380005,55.295502,36.855,80.718498,105.269997,42.735001,,
2/8/2019,207.75,184.539993,132.399994,73.980003,140.380005,119.599998,261.899994,101.360001,274.059998,20.386667,167.330002,55.118999,37.0425,79.411003,105.669998,42.602501,,
2/11/2019,208.720001,182.919998,132,74.099998,140.800003,118.010002,257.140015,100.879997,275.720001,20.856001,165.789993,55.105999,36.612499,79.550003,105.25,42.357498,,
2/12/2019,211.899994,185.520004,134.160004,75.400002,141.990005,119.489998,263.5,102.599998,279.390015,20.787333,165.039993,56.379002,37.7925,81.900497,106.889999,42.7225,,
2/13/2019,212.800003,188.410004,134.449997,76.25,143.490005,119.650002,263.799988,103.089996,281.320007,20.544666,164.070007,56.431499,38.220001,82,106.809998,42.544998,,
2/14/2019,213.839996,187.710007,134.309998,76.269997,143.160004,120.75,265.329987,102.419998,281.5,20.251333,163.949997,56.459999,38.6325,81.1325,106.900002,42.700001,,
2/15/2019,216.470001,192.389999,136.380005,77.709999,144.910004,122.480003,271.130005,105.550003,281.929993,20.525333,162.5,55.981499,39.334999,80.397499,108.220001,42.605,,
2/19/2019,218.119995,192.330002,135.690002,78.230003,144.440002,122.129997,270.410004,105.18,281.660004,20.375999,162.289993,56.3255,39.16,81.378998,108.169998,42.732498,,
2/20/2019,217.110001,191.850006,136.350006,78.529999,144.729996,122.660004,269.51001,105.690002,283.420013,20.170668,162.559998,56.029499,39.637501,81.105003,107.150002,43.0075,,
2/21/2019,215.229996,191.820007,135.419998,77.82,144,122.720001,266.399994,105.470001,280.940002,19.415333,160.039993,55.210499,38.942501,80.972,109.410004,42.764999,,
2/22/2019,216.289993,192.389999,136.600006,78.419998,145.869995,124,267.109985,105,276.5,19.647333,161.889999,55.827999,39.797501,81.578003,110.970001,43.2425,,
2/25/2019,217.050003,189.979996,136.199997,78.5,146.059998,123.889999,264.600006,106.099998,278.600006,19.917999,164.619995,55.866501,39.672501,81.650002,111.589996,43.557499,,
2/26/2019,217.610001,188.300003,136.110001,78.660004,147.039993,124.669998,262.980011,105.290001,275,19.857332,164.130005,56.100498,39.275002,81.82,112.360001,43.5825,,
2/27/2019,218.050003,183.669998,135.869995,79.470001,147.220001,125.68,250.080002,105.160004,271.48999,20.982668,162.809998,56.144501,38.852501,82.054497,112.169998,43.717499,,
2/28/2019,218.740005,185.139999,136.639999,79.029999,148.119995,126.290001,242.220001,104.360001,275.359985,21.325333,161.449997,56.327499,38.564999,81.991501,112.029999,43.287498,,
3/1/2019,219.440002,185.169998,138.350006,80,149.470001,128.839996,246.149994,104.43,272.75,19.652666,162.279999,57.425999,39.112499,83.586502,112.529999,43.7425,,
3/4/2019,218.410004,183.809998,138.479996,80.309998,147.960007,127.459999,236.020004,104.190002,274.890015,19.024,167.369995,57.671001,39.195,84.808502,112.260002,43.962502,,
3/5/2019,219.820007,184,138.770004,80.190002,147.949997,128.490005,241.429993,104.110001,277.01001,18.436001,171.259995,58.459499,39.130001,84.621498,111.699997,43.8825,,
3/6/2019,219.229996,184.449997,139.089996,79.279999,147.809998,126.68,239.070007,103.720001,271.350006,18.416,172.509995,58.247002,38.012501,83.447502,111.75,43.630001,,
3/7/2019,216.789993,182.509995,138.240005,80.160004,146.830002,126.339996,236.699997,102.970001,265.51001,18.439333,169.130005,57.5425,37.314999,81.297501,110.389999,43.125,,
3/8/2019,227.820007,181.229996,138.059998,79.010002,147.350006,126.699997,237.289993,103.010002,264.190002,18.942667,169.600006,57.498501,37.66,81.040001,110.510002,43.227501,,
3/11/2019,229.690002,182.440002,138.559998,79.779999,150.669998,123.5,243.149994,104.349998,269.059998,19.394667,172.070007,58.963001,40.285,83.530998,112.830002,44.724998,,
3/12/2019,232.960007,184,139.179993,80,151.729996,123.5,245.880005,104.040001,269.630005,18.890667,171.919998,59.862499,40.630001,83.654999,113.620003,45.227501,,
3/13/2019,236.380005,181.139999,139.410004,80.709999,152.470001,124.309998,252.25,104.389999,271.209991,19.264,173.369995,59.952999,42.154999,84.540497,114.5,45.427502,,
3/14/2019,233.839996,181.610001,138.020004,80.440002,154.199997,123.080002,253.270004,105.339996,268.200012,19.330667,170.169998,59.626499,41.389999,84.310997,114.589996,45.932499,,
3/15/2019,233.600006,182.229996,137.600006,80.150002,155.460007,123.940002,251.399994,106.550003,290.290009,18.362,165.979996,59.514999,42.452499,85.617996,115.910004,46.529999,,
3/18/2019,236.589996,183.419998,137.169998,81.080002,154.960007,125.239998,255,107.190002,293.839996,17.966,160.470001,59.427502,42.237499,87.107498,117.57,47.005001,,
3/19/2019,237.050003,184.130005,138.440002,80.870003,154.589996,126.589996,257.130005,106.800003,299.309998,17.831333,161.570007,60.123001,43.927502,88.092499,117.650002,46.6325,,
3/20/2019,236.979996,186.100006,137.289993,81.32,153.75,128.160004,250.5,104.519997,291.029999,18.24,165.440002,61.321499,43.599998,89.863503,117.519997,47.040001,,
3/21/2019,239.539993,189.970001,138.100006,81.790001,155.800003,128.309998,252.020004,102.870003,296.799988,18.268,166.080002,61.806499,45.985001,90.962997,120.220001,48.772499,,
3/22/2019,237.559998,188.75,136.910004,80.480003,153.070007,128.300003,247.089996,99.760002,292.649994,17.635332,164.339996,60.3825,44.375,88.238503,117.050003,47.762501,,
3/25/2019,236.970001,189.679993,136.610001,79.919998,153.029999,129.869995,246.860001,98.93,292.160004,17.361334,166.289993,59.868999,43.445,88.712997,117.660004,47.185001,,
3/26/2019,239.070007,189.339996,138.570007,80.959999,155.300003,131.020004,243.389999,99.919998,297.029999,17.851334,167.679993,59.492001,44.217499,89.188004,117.910004,46.697498,,
3/27/2019,239.410004,189.25,138.699997,80.339996,154.220001,128.770004,241.710007,99.580002,295.970001,18.322001,165.869995,58.900501,44.125,88.285004,116.769997,47.1175,,
3/28/2019,241.220001,190.059998,138.880005,80.739998,154.669998,128.949997,242.229996,100.709999,299.070007,18.574667,165.550003,58.613499,44.3125,88.670998,116.93,47.18,,
3/29/2019,242.139999,191.889999,139.789993,80.800003,156.190002,129.759995,247.259995,101.230003,300.709991,18.657333,166.690002,58.844501,44.889999,89.037498,117.940002,47.487499,,
4/1/2019,244.190002,195.639999,138.979996,81.730003,157.259995,129.050003,245.539993,104.639999,305.790009,19.278667,168.699997,59.949001,45.57,90.709503,119.019997,47.810001,,
4/2/2019,240.5,194.309998,137.710007,81.379997,157.779999,129.320007,244.410004,105.139999,303.049988,19.058666,174.199997,60.277,45.75,90.698997,119.190002,48.505001,,
4/3/2019,242.479996,198.610001,137.169998,80.900002,158.460007,127.050003,245.839996,105.349998,304.200012,19.454,173.539993,60.540501,47.154999,91.035004,119.970001,48.837502,,
4/4/2019,244.399994,200.449997,135.570007,82.050003,157.639999,125.610001,247.389999,105.559998,302,17.851999,176.020004,60.9725,47.064999,90.943001,119.360001,48.922501,,
4/5/2019,245.869995,202.059998,136.179993,82.489998,157.649994,126.989998,248.779999,105.309998,304.279999,18.330667,175.720001,60.572498,47.737499,91.863998,119.889999,49.25,,
4/8/2019,246.520004,203.550003,136.139999,83,157.75,127.160004,248.75,105.650002,304.480011,18.213333,174.929993,60.414001,47.947498,92.492996,119.93,50.025002,,
4/9/2019,244.910004,200.899994,135.570007,81.93,157.490005,127.239998,248.789993,104.870003,303.450012,18.153999,177.580002,60.134499,47.314999,91.792,119.279999,49.875,,
4/10/2019,245.610001,199.429993,135.580002,81.559998,158.559998,127.190002,246.029999,105.339996,307.51001,18.403999,177.820007,60.322498,48.025002,92.366501,120.190002,50.154999,,
4/11/2019,241.240005,201.479996,135.210007,81.949997,157.860001,125.150002,235.419998,106.230003,309.410004,17.894667,177.509995,60.4795,47.884998,92.203499,120.330002,49.737499,,
4/12/2019,241.949997,203.850006,135.979996,80.919998,159.639999,123.059998,223.220001,111.209999,317.029999,17.846666,179.100006,61.136501,47.502499,92.153,120.949997,49.717499,,
4/15/2019,246.330002,204.860001,136.520004,80.650002,160.440002,124.080002,230.199997,109.940002,316.399994,17.758667,179.649994,61.3265,46.174999,92.2435,121.050003,49.807499,,
4/16/2019,245.339996,204.470001,138.020004,81.199997,160.229996,119.959999,220.960007,111.099998,318.5,18.224001,178.869995,61.595501,47.052502,93.152,120.769997,49.8125,,
4/17/2019,245.559998,206.550003,138.520004,81.43,160.440002,116.5,216.839996,114.300003,320.529999,18.082001,178.779999,62.007,46.822498,93.240997,121.769997,50.782501,,
4/18/2019,245.809998,205.660004,137.520004,81.129997,160.160004,115.199997,221.75,113.459999,318.619995,18.217333,178.279999,62.073502,46.575001,93.084503,123.370003,50.965,,
4/22/2019,243.419998,204.779999,137.830002,82.900002,160.399994,115.470001,227.110001,113.599998,315,17.516666,181.440002,62.688,47.1175,94.365501,123.760002,51.1325,,
4/23/2019,245.580002,206.050003,139.899994,83.379997,161.660004,117.489998,230.580002,113.739998,315.640015,17.593332,183.779999,63.529499,47.6675,96.188499,125.440002,51.869999,,
4/24/2019,247.960007,206.720001,139.199997,81.760002,161.490005,118,230.350006,113.550003,314.329987,17.243999,182.580002,63.002499,47.7925,95.087502,125.010002,51.790001,,
4/25/2019,245.600006,206.5,139.649994,82.220001,161.020004,118.230003,230.789993,113.610001,311.820007,16.508667,193.259995,63.367001,46.727501,95.112503,129.149994,51.32,,
4/26/2019,243.820007,203.610001,140.389999,80.489998,162.929993,119.870003,237,114.470001,310.410004,15.676,191.490005,63.870998,44.522499,97.531502,129.889999,51.075001,,
4/29/2019,244.279999,202.160004,139.839996,79.970001,164.149994,119.599998,237.449997,116.120003,312.720001,16.098,194.779999,64.809998,44.8325,96.921501,129.770004,51.1525,,
4/30/2019,245.529999,203.699997,141.199997,80.279999,164.429993,117.040001,233.070007,116.050003,318.399994,15.912667,193.399994,59.948002,45.25,96.325996,130.600006,50.1675,,
5/1/2019,241.589996,198.800003,141.949997,78.669998,162.789993,118.18,231.949997,115.160004,318.899994,15.600667,193.029999,58.666,45.1175,95.575996,127.879997,52.630001,,
5/2/2019,242.690002,201.009995,141.279999,77.290001,161.119995,118.459999,232.449997,115.410004,315.820007,16.273333,192.529999,58.3255,45.797501,95.041,126.209999,52.287498,,
5/3/2019,244.619995,200.559998,142.009995,77.470001,162.039993,116.910004,231.949997,116.120003,315.709991,17.002001,195.470001,59.477501,45.752499,98.123001,128.899994,52.9375,,
5/6/2019,244.229996,199.630005,142.089996,77.129997,162.279999,116.650002,240.5,115.089996,311.570007,17.022667,193.880005,59.673,44.962502,97.527496,128.149994,52.119999,,
5/7/2019,240.179993,194.770004,139.970001,76.720001,160.210007,114.940002,238.050003,113.209999,307.290009,16.470667,189.770004,58.943001,43.2775,96.050003,125.519997,50.715,,
5/8/2019,241.339996,195.169998,139.789993,76.839996,160.759995,116.25,239.149994,112.610001,303.390015,16.322666,189.539993,58.539001,43.48,95.888496,125.510002,50.724998,,
5/9/2019,243.470001,194.580002,138.729996,76.769997,159.809998,115.800003,237.970001,112.519997,304.059998,16.132,188.649994,58.398499,42.547501,94.9935,125.5,50.18,,
5/10/2019,247.020004,194.580002,139.050003,76.559998,160.710007,116.220001,240.589996,112.510002,303.959991,15.968,188.339996,58.382,42.205002,94.499001,127.129997,49.294998,,
5/13/2019,241.919998,190.339996,137.199997,75.709999,157.330002,114.370003,239.550003,109.449997,293.380005,15.134,181.539993,56.829498,39.612499,91.134003,123.349998,46.43,,
5/14/2019,242.729996,191.619995,136.820007,75.809998,160.210007,114.940002,236.429993,110.32,302,15.487333,180.729996,56.243,40.509998,92.005997,124.730003,47.165001,,
5/15/2019,244.669998,191.759995,136.910004,76.370003,162.789993,115.620003,236.080002,109.900002,304.369995,15.463333,186.270004,58.540001,39.895,93.557503,126.019997,47.73,,
5/16/2019,247.440002,192.380005,138.210007,76.360001,164.869995,116.730003,236.789993,111.309998,297.290009,15.222,186.990005,59.224998,40.047501,95.378502,128.929993,47.52,,
5/17/2019,248.350006,192.580002,138.610001,75.910004,164.089996,116.010002,241.380005,110.769997,289.890015,14.068667,185.300003,58.438999,39.1325,93.449997,128.070007,47.25,,
5/20/2019,248.899994,190.949997,138.419998,75.900002,163.470001,116.230003,245.990005,111.349998,272.589996,13.690667,182.720001,57.233002,37.9375,92.948502,126.220001,45.772499,,
5/21/2019,249.929993,191.449997,138.119995,76.25,163.860001,116.580002,249.940002,111.730003,275.329987,13.672,184.820007,57.722,38.764999,92.875999,126.900002,46.650002,,
5/22/2019,249.509995,188.910004,138.759995,75.559998,164.240005,117.980003,249.339996,110.82,269.220001,12.848667,185.320007,57.7925,38.049999,92.984001,127.669998,45.695,,
5/23/2019,248.529999,192,139.789993,73.790001,161.509995,116.809998,246.5,108.639999,260.089996,13.032667,180.869995,57.266998,36.830002,90.774002,126.18,44.915001,,
5/24/2019,247.300003,193.589996,138.850006,74.099998,162.639999,116.790001,247.630005,109.709999,255.940002,12.708667,181.059998,56.9305,36.287498,91.164001,126.239998,44.7425,,
5/28/2019,246.309998,191.550003,137.070007,72.610001,163.710007,115.760002,242.059998,108.519997,254.479996,12.58,184.309998,56.978001,35.8325,91.821503,126.160004,44.557499,,
5/29/2019,240.690002,189.990005,131.330002,72.160004,162.729996,115.489998,242.399994,108.220001,254.119995,12.657333,182.190002,55.997002,35.084999,90.959503,124.940002,44.345001,,
5/30/2019,241.539993,191.080002,132.110001,71.970001,162.759995,115.900002,243.5,107.059998,256.619995,12.548,183.009995,56.070499,34.7775,90.816002,125.730003,44.575001,,
5/31/2019,239.580002,189.850006,131.149994,70.769997,161.330002,115.940002,241.800003,105.959999,251.639999,12.344,177.470001,55.325001,33.865002,88.753502,123.68,43.767502,,
6/3/2019,241.070007,189.570007,131.440002,71.879997,158.600006,116.769997,236.559998,106.459999,253.179993,11.931333,164.149994,51.937,33.445,84.634499,119.839996,43.325001,,
6/4/2019,245.610001,195.25,133.729996,73.589996,162.330002,117.559998,240.759995,109.739998,265.700012,12.906667,167.5,52.724499,35.75,86.477997,123.160004,44.91,,
6/5/2019,247.960007,196.690002,134.380005,72.980003,165.389999,117.019997,242.770004,110.129997,265.720001,13.106,168.169998,52.231998,35.32,86.925003,125.830002,45.634998,,
6/6/2019,251.210007,197.169998,136.679993,74.309998,166.919998,117.5,241.820007,110.370003,272.790009,13.73,168.330002,52.388,35.945,87.718002,127.82,46.305,,
6/7/2019,256.01001,197.300003,138.550003,74.580002,170.050003,118.349998,246.770004,109.160004,274.869995,13.633333,173.350006,53.418499,36.375,90.2015,131.399994,47.537498,,
6/10/2019,256.850006,198.050003,139.020004,74.910004,170.820007,113.93,248.139999,110.339996,280.209991,14.192,174.820007,54.138,37.107498,93.031502,132.600006,48.145,,
6/11/2019,257.109985,198.009995,139.779999,74.839996,170.309998,112.209999,245.869995,110.68,283.480011,14.473333,178.100006,54.051998,37.6875,93.184998,132.100006,48.702499,,
6/12/2019,257.230011,198.940002,141.679993,74.029999,171.589996,115.239998,244.5,109.269997,279.730011,13.950667,175.039993,53.955002,36.549999,92.765999,131.490005,48.547501,,
6/13/2019,259.709991,202.350006,140.710007,74.68,169.350006,111.82,244.960007,109.540001,281.609985,14.260667,177.470001,54.550499,37.064999,93.514999,132.320007,48.537498,,
6/14/2019,260.149994,205.770004,140.089996,74.349998,169.660004,111.739998,245.369995,109.82,265.929993,14.328,181.330002,54.314999,36.16,93.483498,132.449997,48.185001,,
6/17/2019,261.429993,206.979996,139.440002,75.089996,169.559998,113.400002,245.970001,109.220001,265.970001,15.002,189.009995,54.6945,36.2575,94.301498,132.850006,48.4725,,
6/18/2019,262.73999,207.479996,140.229996,75.739998,169.279999,114.650002,245.699997,110.709999,278.049988,14.982667,188.470001,55.262001,38.220001,95.068497,135.160004,49.612499,,
6/19/2019,263.660004,207.940002,140.449997,75.32,170.690002,115.230003,250.190002,109.910004,277.48999,15.095333,187.479996,55.225498,38.279999,95.439499,135.690002,49.467499,,
6/20/2019,267.350006,211.25,142.210007,76.610001,173.740005,115.559998,247.759995,110.190002,279.049988,14.641333,189.529999,55.66,38.525002,95.9095,136.949997,49.865002,,
6/21/2019,266.130005,209.389999,142.089996,77.690002,173.440002,115.489998,252.279999,109.440002,273.98999,14.790667,191.139999,56.268501,37.939999,95.565002,136.970001,49.695,,
6/24/2019,266.769989,205.5,143.059998,76.949997,173.850006,115.629997,249.639999,108.660004,279.200012,14.909333,192.600006,55.834999,38.165001,95.695,137.779999,49.645,,
6/25/2019,266.359985,204.740005,144.240005,76.269997,171.279999,115.360001,247.660004,107.760002,276.51001,14.650667,188.839996,54.379002,37.869999,93.913498,133.429993,48.892502,,
6/26/2019,264.410004,206.419998,141.850006,76.599998,171.059998,111.339996,243.470001,108.480003,281.440002,14.618,187.660004,54.015999,39.814999,94.891502,133.929993,49.950001,,
6/27/2019,265.579987,207.020004,140.690002,75.82,171.229996,111.470001,246.339996,108.839996,285.709991,14.856,189.5,53.831501,40.807499,95.213997,134.149994,49.935001,,
6/28/2019,264.26001,207.970001,139.279999,76.629997,173.550003,110.790001,244.009995,111.800003,287.859985,14.897333,193,54.139999,41.057499,94.681503,133.960007,49.48,,
7/1/2019,263.549988,210.279999,139.360001,76.559998,173.940002,112.739998,242.639999,113.68,300.350006,15.144667,193,55,41.5425,96.109497,135.679993,50.387501,,
7/2/2019,265.470001,210.139999,140.029999,75.720001,175.279999,114.199997,243.970001,113.800003,295.329987,14.97,195,55.630001,40.557499,96.7155,136.580002,50.682499,,
7/3/2019,269.140015,212.100006,142.139999,76.440002,176.869995,114.419998,245.210007,112.82,284.890015,15.66,197.199997,56.149502,40.6875,96.949997,137.460007,51.102501,,
7/5/2019,268.25,211.460007,140.570007,76.129997,176.660004,112.82,246.990005,113.489998,282.660004,15.54,196.399994,56.633499,40.057499,97.1455,137.059998,51.057499,,
7/8/2019,269.399994,212.910004,140.970001,76.480003,176.190002,111.519997,247.839996,112.870003,274.959991,15.356,195.759995,55.8395,39.302502,97.615997,136.960007,50.005001,,
7/9/2019,269.970001,212,141.410004,76.43,177.729996,113.080002,246,113.349998,275.529999,15.337333,199.210007,56.2145,39.327499,99.415001,136.460007,50.310001,,
7/10/2019,271.420013,210.75,141.210007,77.510002,179.309998,114.529999,247.479996,113.019997,274.5,15.928,202.729996,57.045502,40.014999,100.870499,137.850006,50.807499,,
7/11/2019,276.540009,214.039993,140.110001,77.57,180.740005,109.82,261.160004,114.099998,276.059998,15.906667,201.229996,57.203999,41.57,100.053497,138.399994,50.4375,,
7/12/2019,279.440002,218.229996,134.300003,77.629997,180.330002,108.290001,265.899994,115.300003,285.390015,16.338667,204.869995,57.266998,41.9025,100.550003,138.899994,50.825001,,
7/15/2019,280.579987,218.699997,134.710007,77.080002,180.570007,108.470001,265.959991,113.900002,288.339996,16.9,203.910004,57.525501,41.817501,101.0495,138.899994,51.302502,,
7/16/2019,280.649994,217.259995,132.5,75.93,179.309998,108.82,264.660004,115.120003,284.130005,16.825333,203.839996,57.673,41.77,100.495003,137.080002,51.125,,
7/17/2019,281.559998,215.610001,131.860001,75.480003,179.149994,107.089996,266.649994,113.989998,285.079987,16.990667,201.800003,57.337002,42.427502,99.601501,136.270004,50.837502,,
7/18/2019,282.910004,214.440002,132.070007,74.839996,180.529999,108.339996,260.600006,114.669998,289.779999,16.902666,200.779999,57.362,42.544998,98.894997,136.419998,51.415001,,
7/19/2019,281.51001,213.039993,130.309998,74.989998,179.240005,106.790001,256.649994,113.540001,290,17.212,198.360001,56.577499,42.110001,98.225998,136.619995,50.647499,,
7/22/2019,280.170013,211.270004,128.639999,75.07,180.570007,107.269997,255.320007,114.269997,296.149994,17.045334,202.320007,56.960499,42.830002,99.281502,138.429993,51.805,,
7/23/2019,280.100006,213.080002,128.839996,75.370003,180.899994,108.220001,255.009995,116.360001,300.779999,17.344667,202.360001,57.4025,43.915001,99.724503,139.289993,52.209999,,
7/24/2019,280.829987,214.710007,129.779999,75.360001,183.330002,108.519997,251.130005,116.830002,303.769989,17.658667,204.660004,56.9865,44.665001,100.040497,140.720001,52.1675,,
7/25/2019,279.799988,215.550003,131.119995,74.93,181.589996,107.82,248.699997,115.709999,300.390015,15.254667,200.710007,56.797001,43.345001,98.691002,140.190002,51.755001,,
7/26/2019,281.369995,216.910004,130.729996,74.809998,183.690002,108.269997,252.940002,116.220001,300.920013,15.202667,199.75,62.261002,43.767502,97.152496,141.339996,51.935001,,
7/29/2019,280.130005,218.039993,133.020004,75.339996,183.210007,108.720001,253.820007,115.849998,301.73999,15.718,195.940002,62.091999,43.705002,95.622498,141.029999,52.419998,,
7/30/2019,279.5,217.360001,132.080002,75.349998,181.529999,108.690002,254.929993,115.589996,299.559998,16.150667,197.039993,61.400002,43.862499,94.926498,140.350006,52.195,,
7/31/2019,275.630005,213.690002,130.220001,74.360001,178,108.949997,249.009995,116,289.98999,16.107332,194.229996,60.91,42.18,93.338997,136.270004,53.259998,,
8/1/2019,274.570007,212.830002,130.289993,72.459999,179.169998,110.510002,249.25,112.940002,285.339996,15.59,192.729996,60.589001,41.23,92.765999,138.059998,52.107498,,
8/2/2019,272.5,212.149994,131.070007,71.75,177.419998,112.419998,250.050003,112.93,278.529999,15.622667,189.020004,59.816002,40.297501,91.162003,136.899994,51.005001,,
8/5/2019,265.100006,204.940002,130.160004,70.279999,168.860001,108.709999,245.059998,109.57,267.660004,15.221333,181.729996,57.737499,37.697498,88.2565,132.210007,48.334999,,
8/6/2019,269.309998,208.800003,130.770004,70.959999,172.479996,111.400002,248.279999,110.43,266.440002,15.383333,184.509995,58.554001,38.087502,89.391502,134.690002,49.25,,
8/7/2019,274.299988,207.910004,130.210007,70.5,175.320007,111.120003,246.449997,108.029999,270.049988,15.561333,185.149994,58.795502,38.4725,89.669998,135.279999,49.759998,,
8/8/2019,274.799988,211.570007,131.679993,72.379997,179.899994,113.970001,247.619995,109.860001,270.980011,15.886667,190.160004,60.309502,39.564999,91.644501,138.889999,50.857498,,
8/9/2019,273.940002,210.020004,132.039993,70.839996,179.050003,113.769997,248.630005,109.739998,275.730011,15.667333,187.850006,59.445,38.544998,90.378998,137.710007,50.247501,,
8/12/2019,271.309998,207.009995,131.929993,69.629997,176.339996,113.599998,243.199997,107.68,275.640015,15.267333,185.369995,58.724998,37.862499,89.246002,135.789993,50.119999,,
8/13/2019,276.26001,208.330002,133.419998,70.489998,178.610001,115.699997,249.220001,109.339996,283.700012,15.666667,188.449997,59.836498,39.012501,91.217003,138.600006,52.2425,,
8/14/2019,268.149994,201.589996,130.259995,67.650002,173.509995,110.290001,243.199997,104.800003,271.559998,14.641333,179.710007,58.212502,37.517502,88.148003,133.979996,50.6875,,
8/15/2019,271.519989,201.789993,130.539993,67.25,176.270004,110.230003,244.25,105.199997,268.640015,14.376,182.589996,58.466,37.192501,88.806,133.679993,50.435001,,
