Date,COST,HD,JNJ,XOM,V,LLY,UNH,JPM,AVGO,TSLA,META,GOOGL,NVDA,AMZN,MSFT,AAPL
43476,-0.007198882,-0.003349933,-0.011394155,-0.001255724,-0.006977728,-0.012995072,0.001573437,0.01025648,0.001196506,-0.037735927,0.010996314,-0.012249778,0.010759645,-0.014335242,-0.007322464,-0.015151251
43479,0.009666047,-0.013172882,0.008383856,0.000558283,0.001748944,0.020797195,0.034899457,0.007304326,0.022154782,0.029553011,0.024190879,0.032743498,-0.003796135,0.034848003,0.028592684,0.020260091
43480,-0.004036026,0.00322476,-0.010256563,-0.000418659,0,-0.00247974,0.017711173,0.008032172,-0.018851748,0.004692397,-0.009511381,0.002757293,-0.006896348,0.005490893,0.003517234,0.012142586
43481,0.006071615,-0.012332844,0.008167144,0.006816442,-0.000436946,0.020004065,-0.006484692,0.004089169,0.014318944,0.003634436,0.005137991,0.008781861,0.01916484,0.005590775,0.006997721,0.005920197
43482,0.010022382,0.02657799,0.012318317,0.011852413,0.008847697,-0.021803689,0.021818259,0.016095939,0.021273707,-0.138930119,0.011664609,0.007414778,0.033763078,0.001758354,0.014871864,0.006140533
43483,-0.00558701,-0.013849788,-0.014567285,-0.015185259,-0.003254366,0.004279363,0.000715382,-0.015901593,-0.009747522,-0.011111662,-0.016599192,-0.026232957,-0.053398279,-0.038480038,-0.019026761,-0.02270189
43487,-0.001460567,-0.001242949,0,-0.00824079,-0.007562081,0.014414401,0.004993298,-0.002528958,-0.002985675,-0.038640057,-0.0224082,0.00534438,0.003489153,0.004798031,0.009699205,0.004036175
43488,-0.008428071,0.002258706,-0.013837566,0.001401528,0.005023505,-0.032512086,-0.003338591,0.00058415,0.023145713,0.013538438,0.010547087,-0.000378157,0.055691167,0.009050263,-0.004790785,-0.007957801
43489,-0.005913466,0.017389804,0.009402224,0.004471765,0.007019611,-0.000173917,0.007188556,0.00630673,0.016520025,0.018792567,0.021571811,0.016024044,0.01452899,0.009406234,0.00909226,0.032599679
43490,0.008098353,-0.003164603,0.005909425,-0.006715232,-0.019515605,0.000521722,-0.004786663,0.004728122,-0.001195037,-0.002224446,-0.010388612,-0.019850563,-0.148784709,-0.019756081,-0.019694356,-0.009297602
43493,-0.002184887,-0.000778816,0.01033479,0.003782898,-0.007306612,0.005894097,0.002134419,0.002787803,-0.004869426,0.003637347,-0.022492884,-0.009116719,-0.047559038,-0.027237545,-0.02057567,-0.010418848
43494,0.004932932,0.013762016,0.010001206,0.010848493,0.019076191,0.010573948,0.011270131,0.002301334,0.0167558,0.0373169,0.04229948,0.025766588,0.043056517,0.046909783,0.032871247,0.066101064
43495,0.015400083,0.007382966,0.01087955,0.013601886,-0.019002156,0.024663404,-0.000628903,-0.008753882,-0.009535038,-0.005683787,0.102704444,0.025092526,0.045252083,0.028504579,-0.018500571,0.007175429
43496,-0.0205232,0.004566445,0.008380736,0.035392421,0.037364422,0.00855663,-0.005492521,0.003664745,-0.005382594,0.016763098,-0.005896497,-0.006478016,0.00679423,-0.055321193,-0.015926219,0.000480538
43497,0.004318379,0.011111215,-0.009884699,-0.014594899,0.009586482,-0.005973643,-0.001899727,0.003555503,0.01970634,0.002175685,0.021137597,0.020177301,0.030283667,0.004344129,0.02839246,0.028009031
43500,0.002034145,-0.000214549,0,0.010238717,0.00725278,0.002161281,-0.007109186,-0.004422224,-0.007821168,0.026679134,0.011221903,0.00911359,0.005148302,0.01549186,0.013899576,0.016964724
43501,-4.72342E-05,-0.009000077,0.000902625,-0.004375135,-0.007323418,-0.009678866,0.011907354,-0.000481887,0.022739454,-0.012935223,-0.003922142,-0.025480937,0.020136043,-0.011245688,-0.011160744,0.000344481
43502,-0.012124256,-0.003525012,-0.007168467,-0.007736493,-0.009373121,-0.014951472,-0.001857011,-0.013196398,-0.026115532,-0.031087915,-0.024402314,-0.015237175,-0.037152266,-0.015910003,-0.007193614,-0.019121041
43503,-0.006238038,0.002550046,0.002646937,-0.009417492,0.00149711,0.017714491,-0.026748651,-0.010012806,0.018301172,-0.005576362,0.005693564,-0.003197101,0.005074607,-0.016330833,0.003792562,-0.00310532
43504,0.004658212,-0.008817316,-0.003025676,0.001620678,0.002987398,-0.013383441,-0.018341987,-0.004746884,0.006038808,0.022760616,-0.009246037,-0.000235881,-0.011676217,0.001748857,-0.003982539,-0.005767507
43507,0.015120791,0.014113827,0.016231225,0.017391796,0.008416203,0.012463286,0.024432626,0.016906251,0.013222847,-0.003297914,-0.004534059,0.022838199,0.031720985,0.029119267,0.015461786,0.00858026
43508,0.004238335,0.015457746,0.002159213,0.011210114,0.010508713,0.001338162,0.001137827,0.004764441,0.006884127,-0.011742466,-0.005894618,0.000930711,0.011248295,0.001214188,-0.000748723,-0.004163421
43509,0.004875282,-0.003722205,-0.001041814,0.000262221,-0.002302467,0.009151461,0.00578309,-0.006520368,0.000639611,-0.014380727,-0.000731724,0.00050491,0.010734926,-0.010635627,0.0008423,0.003636651
43510,0.012223921,0.024626301,0.015294598,0.0187043,0.012149974,0.014225483,0.021624144,0.030102816,0.001526341,0.013439261,-0.008883483,-0.008511144,0.018020791,-0.009100552,0.012272365,-0.002227326
43511,0.007593373,-0.0003119,-0.005072257,0.006669308,-0.003248677,-0.002861749,-0.002659089,-0.003511635,-0.000958104,-0.007302191,-0.001293187,0.006126102,-0.004458865,0.012134161,-0.000462156,0.002988091
43515,-0.004641205,-0.002498809,0.004852266,0.003827461,0.0020057,0.004330306,-0.003333808,0.004837132,0.006229258,-0.010128219,0.001662337,-0.005269043,0.012119847,-0.003372581,-0.009474305,0.006414811
43516,-0.008696937,-0.000156379,-0.006844108,-0.009082237,-0.00505661,0.000489013,-0.011606616,-0.002083738,-0.008788812,-0.038166355,-0.015623412,-0.014725185,-0.01768944,-0.001641233,0.020872589,-0.005654531
43517,0.004912862,0.002967088,0.008675946,0.007680504,0.01290248,0.01037622,0.002661586,-0.004466212,-0.01593031,0.011878489,0.011493346,0.011122383,0.021717896,0.007456239,0.014157573,0.01110382
43518,0.003507688,-0.012605774,-0.002932619,0.001019653,0.001301703,-0.000887499,-0.009441228,0.010421677,0.007566262,0.013682191,0.016722671,0.000689416,-0.003145844,0.000882189,0.005571501,0.007258073
43521,0.002576719,-0.008882331,-0.000660982,0.002036193,0.006687129,0.006276163,-0.006141249,-0.007663569,-0.013005985,-0.003050486,-0.00298093,0.004179756,-0.010070043,0.002079869,0.006876607,0.000573812
43522,0.002019934,-0.024895793,-0.00176488,0.010244787,0.001223462,0.008068764,-0.050297151,-0.001235419,-0.012845828,0.055123454,-0.008074963,0.000784053,-0.010815785,0.002861912,-0.001692451,0.003092763
43523,0.003159425,0.007971632,0.005651213,-0.00555209,0.006094649,0.004841864,-0.031934466,-0.007636568,0.014154009,0.016198945,-0.008388386,0.003254111,-0.007427347,-0.000768029,-0.001248876,-0.009884593
43524,0.003195023,0.000162021,0.012437027,0.01219912,0.009072988,0.019990436,0.016094674,0.000670521,-0.009523653,-0.081682705,0.005127754,0.019314292,0.01409698,0.019266452,0.00445316,0.010456306
43525,-0.004704807,-0.007371707,0.000939132,0.003867487,-0.010153696,-0.010768711,-0.042024518,-0.002300816,0.007815447,-0.032511663,0.030883668,0.00425732,0.002107104,0.014513749,-0.002402217,0.005016874
43528,0.006435013,0.001033153,0.002092033,-0.001495278,-6.76557E-05,0.008048537,0.022662983,-0.000768133,0.007682571,-0.031396011,0.02297594,0.013579725,-0.001659726,-0.002207449,-0.005000948,-0.001821436
43529,-0.002687673,0.00244265,0.002303262,-0.011412966,-0.000946707,-0.014186898,-0.009823122,-0.003753072,-0.02064412,-0.001085477,0.007272336,-0.003641566,-0.028974382,-0.013970632,0.000447554,-0.005770597
43530,-0.011192278,-0.010573469,-0.006129836,0.01103881,-0.006652183,-0.002687568,-0.009962922,-0.007257277,-0.02175698,0.001266194,-0.019787497,-0.012168818,-0.018519716,-0.026102437,-0.012244693,-0.011642135
43531,0.049626763,-0.007038018,-0.001302982,-0.014450235,0.003535281,0.00284541,0.002489488,0.000388397,-0.004983994,0.026930845,0.002775079,-0.000764927,0.009203159,-0.003172406,0.001086492,0.002374015
43532,0.008174708,0.006654442,0.003615072,0.009698382,0.022281252,-0.025580908,0.02439552,0.012924524,0.018265847,0.02358124,0.014458653,0.025151268,0.067380668,0.030274924,0.020776246,0.034055695
43535,0.014136213,0.008514395,0.004464579,0.002753801,0.007010598,0,0.01116512,-0.002975164,0.002116272,-0.026330141,-0.000872171,0.015140103,0.008527543,0.00148339,0.006977295,0.011172746
43536,0.014573906,-0.01566555,0.001651251,0.008835836,0.004865263,0.006537274,0.025577027,0.003358426,0.005842728,0.019570079,0.008398769,0.001510656,0.036846543,0.010529487,0.007715249,0.004412362
43537,-0.010803597,0.002591329,-0.010020629,-0.003350881,0.01128258,-0.009943863,0.00403547,0.0090593,-0.01116038,0.003454729,-0.018630085,-0.005460816,-0.018313996,-0.002718367,0.000785683,0.011055213
43538,-0.001026827,0.003408067,-0.003047662,-0.003611686,0.008138067,0.006963027,-0.007410857,0.011421211,0.079147439,-0.051409487,-0.024930651,-0.001871725,0.025346499,0.015383187,0.011453557,0.012924339
43539,0.012718392,0.006508991,-0.003129951,0.011536442,-0.003221445,0.010434287,0.014218273,0.005988593,0.012154934,-0.021802229,-0.03376026,-0.001471249,-0.005077352,0.01724747,0.014219838,0.010156756
43542,0.001942434,0.003863463,0.009216015,-0.002593382,-0.002390639,0.010721606,0.008318268,-0.003645025,0.018444431,-0.007523892,0.006831513,0.011635365,0.039232165,0.011244422,0.000680231,-0.007956277
43543,-0.000295369,0.010642139,-0.008341607,0.005549025,-0.005448518,0.012326028,-0.026122892,-0.021579543,-0.028053468,0.022659794,0.023670075,0.019738019,-0.007483489,0.019904498,-0.001105626,0.008700602
43544,0.010744656,0.020581974,0.005882678,0.00576301,0.013245246,0.001169681,0.006049545,-0.015912328,0.01963212,0.001533911,0.003861009,0.007878022,0.053258174,0.012160912,0.0227149,0.036168284
43545,-0.008300174,-0.006442782,-0.008654299,-0.016146255,-0.017677774,-7.79003E-05,-0.019755839,-0.030698763,-0.014081136,-0.035246506,-0.010532184,-0.023309193,-0.03563903,-0.030409388,-0.026722186,-0.020925775
43546,-0.00248666,0.004915017,-0.002193647,-0.006982634,-0.000261405,0.012162617,-0.000931248,-0.008354792,-0.001675724,-0.01565884,0.011795782,-0.008540503,-0.021180478,0.005362996,0.005197924,-0.012164767
43549,0.00882287,-0.001794085,0.014245505,0.012929084,0.014724775,0.008816102,-0.014156287,0.009957316,0.016531529,0.02783269,0.008324149,-0.006316959,0.017624845,0.00534014,0.002122512,-0.010385479
43550,0.001421155,-0.000475427,0.000937642,-0.007687614,-0.006978589,-0.017322115,-0.006926402,-0.003408485,-0.003575039,0.026024339,-0.010853041,-0.00999227,-0.0020941,-0.010176283,-0.009715493,0.008953895
43551,0.007531804,0.004270909,0.001296981,0.004966512,0.002913641,0.001396811,0.002148982,0.011283728,0.010419582,0.013696085,-0.001931037,-0.004884568,0.004240289,0.004362605,0.001369303,0.001325592
43552,0.003806683,0.009582485,0.006530959,0.000742912,0.009779426,0.006261843,0.020552723,0.005150096,0.005468632,0.004440596,0.00686253,0.00393336,0.012948226,0.004124738,0.008600572,0.006496423
43553,0.008430552,0.019353945,-0.005811237,0.011444166,0.006827227,-0.005486602,-0.006980556,0.033130693,0.016752306,0.032759889,0.01198616,0.018595829,0.015034575,0.018604519,0.009115483,0.006768346
43556,-0.015226529,-0.006821419,-0.009179934,-0.004291663,0.003301197,0.002090058,-0.004612679,0.004766908,-0.009000852,-0.011477242,0.032082075,0.005456387,0.003942186,-0.000115827,0.001427354,0.014432062
43557,0.008199127,0.021888296,-0.003929058,-0.005915657,0.004300588,-0.017709274,0.005833742,0.001995335,0.00378765,0.020530798,-0.003795967,0.004361974,0.030248235,0.003697793,0.006522845,0.006831595
43558,0.007886986,0.009221716,-0.011732854,0.014115005,-0.005188294,-0.011398857,0.006285133,0.001991371,-0.007258402,-0.085937214,0.014189568,0.007110364,-0.001910423,-0.001011144,-0.005097575,0.001738932
43559,0.005996718,0.007999849,0.004489325,0.005348196,6.34019E-05,0.010926451,0.005602933,-0.00237113,0.007521309,0.026459959,-0.001705823,-0.006581981,0.014187628,0.010076253,0.004430503,0.006671934
43560,0.002640222,0.007347017,-0.000293728,0.006163558,0.000634153,0.00133784,-0.000120592,0.003223401,0.000657113,-0.006421541,-0.004505971,-0.002620079,0.004389389,0.006823722,0.000333592,0.015613553
43563,-0.00655233,-0.013104448,-0.004195597,-0.012975384,-0.001649505,0.000628884,0.000160763,-0.007410247,-0.003388548,-0.003263041,0.015035369,-0.004637179,-0.013279272,-0.007607775,-0.005434577,-0.003003045
43564,0.002854104,-0.007343979,7.3723E-05,-0.004526303,0.006771062,-0.000393004,-0.011155663,0.00447166,0.013290748,0.013677111,0.001350619,0.003121432,0.014894401,0.006239222,0.007600179,0.005598315
43565,-0.017952607,0.010226839,-0.00273271,0.004770347,-0.004424487,-0.016169013,-0.044082331,0.008413407,0.006159632,-0.028065242,-0.001744925,0.002599329,-0.002919489,-0.00176629,0.001164144,-0.008359035
43566,0.002938772,0.011694358,0.00567861,-0.012648281,0.011212703,-0.016841009,-0.053213308,0.045813714,0.024329132,-0.002686023,0.008917425,0.010804621,-0.008019941,-0.000547841,0.005139227,-0.000402192
43567,0.017941028,0.004942365,0.003963367,-0.003342158,0.004998779,0.00825451,0.030790647,-0.011485516,-0.001989187,-0.004943034,0.003066138,0.003102964,-0.028343816,0.000981581,0.000826496,0.001808591
43570,-0.004027121,-0.001905554,0.010927478,0.006796381,-0.001309795,-0.033768189,-0.040966762,0.010495898,0.006615258,0.025865783,-0.004351223,0.004376782,0.018825538,0.009800748,-0.002315823,0.000100402
43571,0.000896321,0.010121258,0.003616117,0.002828545,0.001309795,-0.029267073,-0.018821985,0.028395918,0.006353398,-0.007822438,-0.000503263,0.00665845,-0.004900228,0.000954939,0.008246109,0.01928587
43572,0.001017563,-0.004318189,-0.007245358,-0.003690986,-0.001746713,-0.011221551,0.022390885,-0.007376254,-0.005976718,0.00745648,-0.002800652,0.001071917,-0.005299876,-0.001679792,0.013054,0.003587296
43573,-0.009770533,-0.004288112,0.002251666,0.021582317,0.001497317,0.002341042,0.023883865,0.001233146,-0.011426516,-0.039220733,0.017569689,0.009850843,0.011580544,0.013667836,0.003156228,0.00328118
43577,0.00883443,0.006182645,0.014906783,0.00577335,0.007824731,0.017342442,0.015163396,0.001231636,0.002029732,0.004367196,0.012814353,0.013334307,0.011605342,0.019134247,0.01348335,0.014320266
43578,0.009644703,0.003246353,-0.005016112,-0.019620286,-0.001052137,0.004331418,-0.000997965,-0.001671829,-0.004159023,-0.020055768,-0.006550941,-0.008329957,0.002618899,-0.011512256,-0.003433822,-0.001543469
43579,-0.00956325,-0.001064813,0.003227523,0.005610443,-0.002914646,0.001947281,0.001908258,0.000528244,-0.008017227,-0.043578683,0.056847963,0.005768845,-0.022535846,0.000262892,0.032580723,-0.00911656
43580,-0.007273944,-0.014094008,0.005285007,-0.021265665,0.011792012,0.013775942,0.026551965,0.007541249,-0.004532104,-0.051754635,-0.009200793,0.007922156,-0.048338221,0.02511499,0.005713458,-0.004785379
43581,0.001884827,-0.007146921,-0.003925374,-0.006481351,0.00745999,-0.002255022,0.001896921,0.014311376,0.007414208,0.02656416,0.017035097,0.014594489,0.006938666,-0.00627404,-0.000924247,0.001516207
43584,0.005104031,0.007588826,0.009678421,0.003868935,0.001704298,-0.02163706,-0.018618195,-0.000603006,0.01800021,-0.011579582,-0.007110159,-0.077982328,0.009269347,-0.006163152,0.006375579,-0.01944396
43585,-0.016177077,-0.024348999,0.005297558,-0.020258649,-0.010023922,0.009693121,-0.004817049,-0.007698658,0.00156912,-0.019801789,-0.00191494,-0.02161721,-0.002932472,-0.00781653,-0.021046962,0.047918912
43586,0.004542859,0.011055324,-0.004731132,-0.017697269,-0.010311586,0.002366456,0.002153317,0.00216854,-0.009705102,0.042214086,-0.002593632,-0.005820952,0.014959328,-0.005613323,-0.013145122,-0.00652902
43587,0.007921049,-0.002241189,0.005153713,0.002326183,0.005693777,-0.0131709,-0.002153317,0.006133125,-0.000348411,0.043803287,0.01515494,0.019558716,-0.000983113,0.031913426,0.021089685,0.012354674
43588,-0.001595578,-0.004647766,0.000563189,-0.004398507,0.001480057,-0.002226427,0.036198271,-0.008909769,-0.013199988,0.001214766,-0.008167483,0.00328155,-0.01741756,-0.006087455,-0.005835457,-0.015563239
43591,-0.016721775,-0.024646282,-0.01503251,-0.005329827,-0.012837734,-0.014767745,-0.010239341,-0.016469904,-0.013832098,-0.032964768,-0.021426603,-0.012308765,-0.038195984,-0.015265428,-0.020736321,-0.027327008
43592,0.004818098,0.002051568,-0.001286875,0.001562842,0.00342704,0.011332774,0.004610197,-0.005313962,-0.0127728,-0.009026347,-0.001212787,-0.006877676,0.004668193,-0.001682904,-7.96319E-05,0.000197121
43593,0.008787025,-0.003027564,-0.007611677,-0.000911386,-0.005926941,-0.003878453,-0.004946326,-0.000799574,0.002205888,-0.011749817,-0.004706633,-0.002403028,-0.02167994,-0.009377548,-7.9694E-05,-0.010802305
43594,0.014475585,0,0.002304033,-0.002739179,0.005615945,0.003620364,0.010949604,-8.88326E-05,-0.00032896,-0.010218157,-0.001644596,-0.000282564,-0.008082378,-0.005219205,0.012904403,-0.017793925
43595,-0.020862236,-0.022031474,-0.013393909,-0.011164482,-0.021256019,-0.016046122,-0.004332047,-0.027574328,-0.03542737,-0.053642851,-0.036772842,-0.026952101,-0.063394045,-0.036258279,-0.030184335,-0.059876813
43598,0.003342613,0.006702293,-0.002773449,0.001319945,0.018139975,0.004971437,-0.013110024,0.007917437,0.028958303,0.023078596,-0.004471794,-0.010373933,0.022404108,0.009522776,0.011125598,0.015706311
43599,0.007960658,0.000730346,0.00065756,0.007359804,0.015975485,0.005898707,-0.001481412,-0.003814354,0.007817033,-0.001550855,0.030193073,0.040028709,-0.015297805,0.016722493,0.010289176,0.011908018
43600,0.011257781,0.003228045,0.009450513,-0.000130976,0.012696271,0.009554624,0.003002904,0.012748204,-0.023535927,-0.015729859,0.003857911,0.011633418,0.003815272,0.019276955,0.022828966,-0.004409456
43601,0.003670929,0.001039053,0.002889923,-0.005910531,-0.004742221,-0.00618719,0.019198833,-0.004863131,-0.025206531,-0.078791624,-0.009079017,-0.013360258,-0.023112951,-0.020426705,-0.006692523,-0.005698021
43602,0.00221212,-0.008500064,-0.001371714,-0.00013177,-0.00378554,0.001894601,0.018918429,0.005222423,-0.061532772,-0.027235766,-0.014021218,-0.020852768,-0.031013255,-0.005380904,-0.01455062,-0.031769202
43605,0.004129665,0.002615064,-0.002169691,0.004600705,0.002382917,0.003006737,0.015929992,0.003406898,0.010001511,-0.001364414,0.011427484,0.008507693,0.021577683,-0.000780338,0.005372966,0.018989518
43606,-0.001681876,-0.01335593,0.00462295,-0.009090399,0.002316392,0.011937394,-0.002403486,-0.00817801,-0.022441438,-0.062109875,0.002701682,0.001220626,-0.018616694,0.001162187,0.006049404,-0.020684087
43607,-0.003935416,0.01622464,0.00739546,-0.023703782,-0.016761774,-0.009966478,-0.011455417,-0.019867609,-0.034501183,0.014218981,-0.024305585,-0.009134503,-0.032588273,-0.024054523,-0.011739335,-0.017217046
43608,-0.004961372,0.008247128,-0.006746989,0.004192271,0.006972134,-0.000171207,0.004573723,0.009800857,-0.01608466,-0.02517485,0.001049943,-0.005893281,-0.014839511,0.00428717,0.000475382,-0.003848004
43609,-0.00401129,-0.010593613,-0.012902462,-0.020312838,0.006557449,-0.008858359,-0.022750096,-0.010906052,-0.005720818,-0.01017595,0.017790655,0.00083402,-0.012617971,0.007186414,-0.000633867,-0.004143365
43613,-0.02308109,-0.008177421,-0.04277854,-0.006216736,-0.006004252,-0.002335171,0.001403608,-0.002768259,-0.001415655,0.00612848,-0.011569002,-0.017367092,-0.021081643,-0.009432122,-0.009717336,-0.004780482
43614,0.003525255,0.005720733,0.005921662,-0.002636552,0.000184331,0.003543839,0.004527713,-0.010776795,0.009789795,-0.008675441,0.004490659,0.001311656,-0.008803034,-0.001578882,0.006303136,0.005173201
43615,-0.008147663,-0.006457881,-0.007293256,-0.01681424,-0.008824723,0.000345066,-0.007005992,-0.010327751,-0.019596881,-0.016391175,-0.030739183,-0.013384906,-0.026588534,-0.022972617,-0.01643919,-0.018281608
43616,0.006199978,-0.001475932,0.002208828,0.01556288,-0.017066622,0.007133329,-0.021909083,0.004707663,0.00610118,-0.03400215,-0.078020979,-0.063193458,-0.012479793,-0.047520914,-0.031540098,-0.01016172
43619,0.018657539,0.029522402,0.017272323,0.023511072,0.023245966,0.006742662,0.017598699,0.030344595,0.048267227,0.078576035,0.020202744,0.015048779,0.066647971,0.021548039,0.027326869,0.035930628
43620,0.009522555,0.007348107,0.004848833,-0.00832362,0.018675003,-0.00460399,0.008313944,0.003547546,7.52286E-05,0.015326141,0.003992009,-0.009384929,-0.012100893,0.005155701,0.02144745,0.016014435
43621,0.0130218,0.002437395,0.016970731,0.018060033,0.009208329,0.004093499,-0.003920833,0.002176926,0.026259175,0.046513079,0.00095099,0.002982262,0.017540617,0.009081434,0.015691219,0.014575024
43622,0.018927275,0.000659138,0.013588917,0.003626896,0.018577885,0.007207985,0.020263068,-0.011023652,0.007595939,-0.00706547,0.029386356,0.019479552,0.011891733,0.02791891,0.027623036,0.026268885
43623,0.003275735,0.003794111,0.003386543,0.004415045,0.004517882,-0.038062094,0.005536354,0.010751739,0.01924105,0.040160676,0.008444206,0.013379233,0.019937326,0.03089211,0.009091063,0.01269846
43626,0.00101167,-0.00020203,0.005451914,-0.000934998,-0.002990117,-0.015212118,-0.009190178,0.003076683,0.011602323,0.019629427,0.018588311,-0.001589833,0.015509423,0.001648576,-0.003777866,0.011513052
43627,0.000466719,0.004685773,0.013501193,-0.010882045,0.007487593,0.026644786,-0.005587612,-0.012821299,-0.013316721,-0.036780532,-0.017330745,-0.001796106,-0.030647316,-0.004506561,-0.004628416,-0.003187622
43628,0.00959492,0.016995619,-0.00686986,0.008741916,-0.013140272,-0.030126457,0.001879652,0.002467932,0.00669819,0.021977867,0.013787107,0.010976457,0.013991942,0.008041658,0.006292443,-0.000206067
43629,0.001692775,0.016760159,-0.00441604,-0.004428673,0.001828843,-0.000715709,0.001672295,0.002552873,-0.057289992,0.004710477,0.021517001,-0.004326446,-0.024719566,-0.000336912,0.000981909,-0.007288864
43630,0.00490817,0.005863091,-0.004650629,0.009903695,-0.000589623,0.014746683,0.002442326,-0.005478456,0.000150434,0.045967861,0.041481311,0.006962742,0.002692721,0.008712146,0.003015524,0.005948837
43633,0.004998378,0.002412779,0.005649488,0.008619055,-0.001652692,0.010962618,-0.001098314,0.013549955,0.044417386,-0.001289526,-0.002861049,0.010322374,0.052712709,0.008100578,0.017238574,0.023246171
43634,0.003495498,0.002214656,0.001567629,-0.005560692,0.008294915,0.00504613,0.01810937,-0.007252275,-0.00201605,0.007491624,-0.005266697,-0.000660763,0.001568575,0.003894876,0.003913595,-0.00292693
43635,0.013898274,0.01579268,0.012453355,0.016981926,0.0177109,0.002859701,-0.009760122,0.002544281,0.005606074,-0.030537067,0.010875166,0.007836989,0.006379893,0.00491251,0.009242987,0.008003526
43636,-0.004573754,-0.008843729,-0.000844256,0.013998945,-0.001728228,-0.000605929,0.018079062,-0.006829695,-0.018299361,0.010147817,0.008458821,0.010873138,-0.015301495,-0.003598373,0.000146057,-0.00341507
43637,0.002401893,-0.018752503,0.006803477,-0.009570753,0.002361163,0.001211483,-0.010519702,-0.007152694,0.018836841,0.007991019,0.007609392,-0.007733999,0.005912953,0.001359385,0.005896272,-0.001006644
43640,-0.001538102,-0.003705128,0.008214505,-0.008876184,-0.014893255,-0.00233773,-0.007963022,-0.008317227,-0.009681391,-0.017501529,-0.019715456,-0.026422808,-0.007759676,-0.018791926,-0.03208126,-0.015273629
43641,-0.007347777,0.008172013,-0.01670841,0.004317414,-0.001285278,-0.035469135,-0.017063118,0.006659301,0.017672265,-0.002232217,-0.006268238,-0.006697806,0.050084485,0.01036003,0.00374028,0.021398474
43642,0.004415121,0.002902508,-0.008211301,-0.010234941,0.000993298,0.001166959,0.011718944,0.003313025,0.015057991,0.016150178,0.009757188,-0.003421464,0.024622163,0.003392804,0.001641309,-0.000300345
43643,-0.00498256,0.004578417,-0.010072614,0.010626496,0.013458101,-0.006118979,-0.009503492,0.02683271,0.00749692,0.00277838,0.018301164,0.005714449,0.006107635,-0.005608299,-0.001417232,-0.009153632
43644,-0.002690447,0.011046128,0.000574232,-0.000913885,0.002244664,0.017447738,-0.005630328,0.016675896,0.042474283,0.016466253,0,0.01575992,0.011743501,0.014969476,0.01275782,0.018174601
43647,0.007258786,-0.000666001,0.004796158,-0.011032381,0.007674266,0.012867006,0.005466412,0.001055064,-0.01685515,-0.011600258,0.01030937,0.011389457,-0.023996304,0.006285544,0.006611418,0.005837515
43648,0.013729902,0.009283919,0.014955802,0.009463806,0.009030282,0.0019246,0.005069744,-0.00864892,-0.035990138,0.045061492,0.011218868,0.00929517,0.003200224,0.002421672,0.006422478,0.008252776
43649,-0.003312365,-0.003022001,-0.011106845,-0.00406378,-0.001187967,-0.014082243,0.007232855,0.005921081,-0.007858417,-0.007692346,-0.004065062,0.008582853,-0.015605023,0.002014504,-0.002914245,-0.00088101
